sentence	error label	split	label
␤ Därför tycker jag att apoteket är väldigt viktigt i vårt liv .	O-Comp	train	0
En sommardag medan han gjorde sitt jobb och tittade på marken krockade han med ett träd och bröt av sin vinge och kunde inte fortsätta .	O-Comp	train	0
Jag tycker att du kan baka kakor till dina arbetskamrater och bjuda dem på fika .	L-W	train	0
Det andra verket , filmen " Frost " , handlar om en själv isolerad prinsessa som råkat förtrolla sin syster med sina magiska krafter vilket riskerar systerns liv om förtrollningen inte bryts genom en äkta kärlek .	O-Comp	train	1
För många år sen när samhället kännetecknades som föredöme och moraliskt begränsande , var familjens betydelse att människor bodde tillsammans och skaffade barn .	L-W	train	0
Kommunikation mellan människor tillhör de äldsta mänskliga och sociala dragen , och metoder och medel som underlättar kommunikationsverksamheten har utvecklats med tiden .	L-W	train	0
Han kunde t.ex. inte promenera , han kunde inte besöka vänner , han fick bara stanna hem tills coronapandemin tog slut .	L-W	train	1
Men vi kan märka någon som tillhör en annan etnicitet eller religion genom deras klädstil .	L-W	train	1
Världen utvecklas genom teknologin varje minut och människor måste hålla sig ajour med den utvecklingen för att kunna förbättra sina liv .	L-W	train	0
Eller skapar det kontakter och trivs ?	L-Der	train	1
Vi hade inte rätt att vara med i riksdagen så vi var röstlösa , och många i gruppen hade inte legitimation .	L-W	train	0
Kaffelukten fyllde hela stugan och steg till den lilla ön där borta och täckte allt gräs omkring , tror jag .	L-Der	train	0
En varm sommar dag såg jag Anders för sista gången .	O-Comp	train	1
Jag såg henne handla i mataffären och jag blev förvånad över hennes skönhet .	L-W	train	0
Hon anser att svenskan tar allt för stor plats i det finska samhället och hon tycker även att finlandssvenskarna har för stor makt i det finska samhället i förhållande till deras andel av befolkningen .	O-Comp	train	1
Att det här bygger demokrati , så låt allas röster höras .	L-W	train	1
Det finns också en Special frukt i C-stad som heter khorma och den finns inte i Sverige .	L-Der	train	1
Hur det är nu och hur det var då för tiden har förändrats mycket på olika sätt .	L-W	train	1
Trots alla argument om finlandssvenskan och finskans påverkan på den vårdas språket aktivt för att finlandssvenskan inte ska skilja sig för mycket från sverigesvenskan .	L-Der	train	0
Pengar är inte ett bra förslag som present eftersom pengarna kommer att hjälpa dem en kort period och försvinna , men om vi köper en sak , t.ex. en möbel , en vas eller en kökssak , kommer den att finnas kvar hos dem länge och de kommer alltid att komma ihåg oss .	L-Der	train	0
Jag förstår dig , att det är svårt att byta till en ny stad , men du har trivas i din nya stad eftersom du bor där nu .	L-W	train	1
Dessutom är det så att om du har en egen bil , måste du betala olika räkningar , till exempel bilförsäkring , parkeringsavgift och besiktning varje år som kostar mycket pengar !	O-Comp	train	0
Därför att för alla finns det begränsningar , snällheten har det också .	L-Der	train	0
I filmen Modig så älskar familjen varandra men de har lite svårigheter med kommunikationen .	L-W	train	1
Men att åka båt är bättre för att båten är jatte stor .	O-Comp	train	1
Tänk igen om att stänga eller inte .	L-W	train	0
Med budskapen så har man mer att utgå ifrån i livet efter att man har läst dessa böcker .	O-Comp	train	0
Först och främst vet vi alla till bilavgaser och hur negativa de är för oss och vår planet .	L-W	train	1
Nu i tiden har sociala medier som Facebook , Instagram , Twitter osv gjort en viktig insats i våra liv .	L-W	train	1
Dessutom är min dotter också intressar av den platsen .	L-Der	train	1
För det andra är det också viktigt att svara på frågorna med självförtroende , och du kan beskriva dina starka sidor , som din bra utbilning och karaktär .	L-W	train	1
Det är okej om ledarna förbjuder coca cola eftersom det leder till några sjukdomar som vi inte känner till , och det påverkar människors hälsa mycket på dåligt sätt ett , tror jag .	L-W	train	0
För många år sen när samhället kännetecknades av föredöme och moraliskt begränsande , var familjens betydelse att människor bodde tillsammans och skaffade barn .	L-W	train	1
Det är naturligtvis på Amerikas kontinenten och där människor planterar och konsumerar mest droger .	L-Der	train	1
I texten ger Östling insikt i landets språkpolitik och i åsikter hos landets ungdomar som i stort sett är eniga med språkpolitikerna om nynorskans jämställdhet .	L-Der	train	0
En massa folk tittar på matchen och sjunger och stampar fötterna och klappar händerna samtidigt .	L-Der	train	0
Den andra negativa konsekvensen , som Martti Ahtisaari berättar om , är att det nordiska samarbetet minskar utan svenska språket , eftersom svenska språket är en av de saker som ger gemenskap .	L-W	train	0
Alex är en pojke som föddes med hundöron och hade ett olyckligt liv på gatorna .	O-Comp	train	0
Bostäder i D-hemland är ett lite hett ämne att diskutera .	L-FL	train	0
Skolan förbereder inte tillräckligt för alla dessa egenskaper och fokuserar bara på elevernas utbildning .	L-W	train	0
Det var julafton och det var inte många människor i flygplanet , så jag kände mig ensam och det var mitt första intryck när jag flyttade hit .	L-W	train	1
Han har förlorat sin fru och känner inte bra .	L-W	train	1
I filmen Modig är personen som ska bli offrad en tjej , vilket visar att speciellt tjejen ska bevara familjens heder och kungarikets heder , och filmen handlar om familjens heder i en kunglig familj i 1400-talet .	L-W	train	1
Jag håller inte med dig för att ge pengar i present .	L-W	train	1
Man betalar mycket i vintern , vilket är likadant som i Sverige .	L-W	train	1
Många av dem är intresserade av att det ska öppna en park här , för att kunna vara i med barnen , och många pratar om det , att de skulle kunna lämna Sund på grund av det här .	L-W	train	1
Sedan 1919 är både svenska och finska nationella språk i Finland , men nu är det bara 5,5 procent av befolkningen som har svenska som modersmål .	L-W	train	0
Vi kan inte heller tillåta omständigheter som ett arbetslöst år avgöra om vi är lyckliga eller inte .	L-W	train	0
Till slut , i klimaxfasen  , då hade mamman blivit mördad av pappan och de andra om det inte varit flickan hade för .	O-Comp	train	0
Jag saknar dig också men jag är säker på att ditt liv kommer att bli bättre med ditt nya jobb  . Du kommer att lära dig att ett nytt jobb betyder en ny erfarenhet och nya vänner .	L-W	train	0
Han bodde i A-stad och jag bodde i B-stad , det var lite svårt för oss för att vi var från olika städer , fastän vi höll kontakten alltid .	L-W	train	1
Jag har hört att du är kallad till intervju , och jag har lite råd till dig , och du kan göra de råden .	L-W	train	1
Jag talar kurdiska och lite svenska .	L-Der	train	0
En del tycker ändå att de kan föda fler barn så att de kan få mer bidrag och inte behöver jobba .	L-Der	train	0
Genom att så många fler skulle få sina åsikter hörda , så skulle dagens samhälle bli mer anpassat för alla .	L-W	train	0
Sist men inte minst är den viktig för mig eftersom det är en plats där jag känner mig så avslappnad för allt .	L-W	train	1
Jag tror att författaren vill att alla läsare ska vara förberedda på att händelser i livet kan vara onormala och lite svåra , men i slutet kommer allt att lösa sig .	L-W	train	0
Jag kände att jag tyckte om henne , men det dröjde flera år tills jag bjöd ut henne .	L-W	train	0
Kan lycka mätas i förhållande tills landets ekonomiska eller egen framgång ?	L-W	train	1
Trots att kläder har blivit mindre viktigt i mitt liv , är det också rätt att säga att man måste anse hur man klär sig ibland .	L-W	train	1
Jag tycker om den här staden eftersom jag har haft många fina stunder där .	L-W	train	0
Vi kan köpa billjeter resa och boka ett rum på ett bra hotell i Italien eller i Spanien , eftersom Karin och Erik tycker om att resa och besöka nya platser .	L-Der	train	1
Jag och mina släktingar brukade gå till en sjö som heter C-geoplats och där finns det olika fina resturanger och hotell .	L-W	train	1
Det konstigaste i Sverige är att människor är stängda inom sig själva .	L-W	train	0
Litteraturen kan även bilda världar som vi kan lära oss goda saker av , vi kan dyka in i en annan värld , och det kan till och med få oss i kontakt med vår fantasivärld och våra känslor .	L-W	train	1
Under höga cypress träd ligger gångvägar .	O-Comp	train	1
En person kan se snygg ut och samtidigt känna sig ful innerst inne , liksom vara rik och tänka att livet inte har någon betydelse .	L-W	train	1
Självklart satte de honom i fängelse .	L-W	train	0
Konflikten som uppstår mellan dem på äldsta systerns kröningsdag leder till att hela landet blir till frost på grund av ett misstag av storasystern , och stora systern försöker att lösa problemet genom att lämna slottet och leva ensam i ett berg .	O-Comp	train	1
Enligt Hermansson ville regeringen bevara nynorskan för att försvara kulturen kring språket och framföra ett språk som är mer norskt och fritt från dialekter .	L-W	train	1
Hon blev tyvärr gift och fick en bebis .	L-W	train	0
Man har förmodligen liten eller ingen arbetslivserfarenhet och ytlig kunskap om de mödor samt de ansvar som en vuxen måste kunna hantera .	L-W	train	1
MM1 Jag anser att det är barnens val om de vill följa sina föräldrars religion och kultur .	L-Der	train	0
Men det var inte ett seriöst förhållande , så vi höll inte kontakten när skolan var slut .	L-W	train	0
Enligt Ungdomsbarometern 2000 - 2016 har intresset för samhället och all form av politik ökat från 30 % till 40 % bland ungdomar .	L-W	train	0
Dessutom köper jag inte kläder så ofta , men när jag gör det det är det viktigt för mig att kläderna känns bra och bekväma på mitt kropp så att jag kan använda dem för vardags , och även att de har ett lågt pris .	L-W	train	1
De blir udda mellan alla och de undrar varför de ska ha det så här när alla deras kompisar leker som de vill .	L-W	train	1
Min religion är ortodox kristen och jag vet att den religionen säger att man kan inte vara lycklig i den här världen , utan bara efter döda , i paradiset , kan man vara lycklig .	L-Der	train	1
␤ Däremot , att ge rösträtt till ungdomar skulle möjligtvis öka deras intresse för politik ( Johan Kjellberg , svenska.yle.fi ) .	L-W	train	1
Eftersom  Sigvard är kärp och smart planerar han att Nadja och Jocke , hans gudson , ska föras ihop .	L-Der	train	1
Under rubriken ” Ny syn på tid och rum ” angav Björkqvist att de första telefonlinjerna kom till Sverige 1877 och det var en enkel metall som kopplades mellan mikrofon och hörtelefon , maximalt var de 50 km ifrån varandra .	L-W	train	1
Jag tycker att hur man uppför sig alltid är viktigare än hur man ser ut , och även att vi inte skulle döma andra bara utifrån deras utseende .	L-W	train	1
Jag kommer till C-stad , som är huvudstaden i D-land , och första gången som jag promenerade i min nya stad kände jag mig lugn eftersom det inte finns någon trafik här .	L-W	train	1
Först och främst kan kursen förse elever med möjligheter att jobba som praktikanter på företag .	L-W	train	0
Och det spelar ingen roll var man kommer ifrån och vilket språk man pratar , arabiska , persisk eller dari eller vad som helst .	L-Der	train	1
En del anser att världens länder blir kolonier för de stora företag som styr världen och sprider sina egna planer genom internet via de sociala medierna som de äger .	L-W	train	0
Jag kände att jag tyckte om henne , men det fanns flera år tills jag bjöd ut henne .	L-W	train	1
Det går bra att tänka på den psykologiska mognaden , intresset i ett lands politik och undervisningen bl.a. När det gäller åldersgränsen kan det vara något välgörande att sänka den och därmed ge möjlighet att rösta till dem som tänker sig vara färdiga för ett sådant ansvar .	L-W	train	1
Jag vill att de ska lära sig saker och studera i skolan utan att jag behöver tänka på dem hela tiden och oroa mig för dem .	L-W	train	0
Därefter började livet att förändras efter hand och fick människorna att kommunicera på moderna sätt , tills det blev som nu för tiden .	L-W	train	0
Jag sätter mig i soffan och gråter och gråter .	L-W	train	0
I hemmet blir jag jättenära min son och jag kan lära honom mycket om livet och hur han kan bli bra person .	L-W	train	1
Konflikten som uppstår mellan dem på äldsta systerns kröningsdag leder till att hela landet blir till frost på grund av ett misstag av storasystern , och storasystern försöker att lösa problemet genom att lämna slottet och leva ensam i ett berg .	L-W	train	0
Dessutom började en riktig evolution i kommunikationen på 2000-talet när Facebook kom in till våra liv , och nästan 3,3 miljoner svenskar har smarta telefoner idag .	L-W	train	1
Vi studerar , hör , tittar på tv och lagar mat .	L-W	train	1
Skattefusk är ett brott som man ska hållas ansvarig för enligt Sveriges Rikes Lag och den som tillåter sig själv att begå det brottet måste få ett straff enligt lagen .	L-W	train	0
Som Björkqvist skriver i Språkporten i texten Ny syn på tid och rum : ( De första telefonlinjerna kom i Sverige 1877 bara ett år efter att Bell hade sökt patent på sin första modell .	L-W	train	0
I uppfostran ingår uppmärksamhet på känslor och sinne .	L-Der	train	0
Temat i den här filmen är enligt mig att vara sig själv , och det kan man se tydligt i anslaget till filmen då hennes mamma och pappa bråkar om hur hon ska vara och bete sig .	L-W	train	0
Om man funderar lite mer på de orsaker som driver personer att lämna sina föräldrar och att det har blivit naturligt att det finns de här olika typerna av familjer , finner man att det har många orsaker som leder till de här situationerna .	L-W	train	1
Även om det inte generellt finns något som kan få en att klä på sig något speciellt är det bättre att göra ett lämpligt val på den specifika platsen .	L-W	train	1
Jämför med ett land som Japan , som är det femtiondeförsta lyckligaste landet .	L-Der	train	1
Den ligger i Lövsta nära tunnelbanna station .	O-Comp	train	1
Men ibland tycker inte de det och de tror att vi vanliga personer är lyckliga .	L-W	train	1
Dessutom kan man lära sig av dessa litterära verk att föräldrar som kommer in i en ny kultur och tradition försöker hålla kvar sin gamla gamla tradition och kultur , och i de flesta fall så påverkar de sina barn med våld och påtryckningar att följa samma regler , vilket kan vara olagligt .	L-Der	train	0
Idag , precis som förr , låter skönlitteraturen oss koppla av från vår vardag och kanske fly från en trist verklighet och in i en annan , på något sätt underhållande , värld .	L-W	train	0
Det som är likt i alla texter när de pratar om minoritetsspråken i Norge och Finland är att många i båda länderna tycker att minoritetsspråken borde förbjudas eller att minoritetsspråken har för mycket makt i landet .	L-W	train	0
Författaren har skrivit den baserat på erfarenheter .	L-W	train	0
Någonting vi har sett som är gemensamt för båda verken är att isolering av syskon och avsaknad av kärlek inte leder till positiva följder utan man mår psykiskt sämre och att det påverkar ens emotionella välmående .	L-Der	train	0
För det andra är det lättare att åka buss om man vill , särskilt med ett giltigt bussmånadskort , för man behöver ingen bilförsäkring och inte heller tanka bilen .	L-W	train	0
Efter sin brors dom bestämmer han sig för att göra slut med henne och han ber henne att inte komma tillbaka till deras hus , och efter att han har låst ute henne bryter hon ihop och tar irrationella beslut som gör att hon blir biten av hunden .	L-W	train	0
Jag tänker att den platsen betyder mycket för mig eftersom jag föddes där och bodde där lång tid .	L-W	train	1
Nuförtiden tycker jag att människor verkar tycka att shoppande är vägen till lycka .	L-W	train	0
Men är det bara en varningssignal till makthavarna eller till varenda person som lever på denna jord , en jord som dör efter hand medan vi själva är boven i dramat ?	L-W	train	0
För det mesta så handlar historien om en kurdisk man som har haft en svår uppväxt med flera konflikter som drabbat honom djupt i hjärtat .	L-W	train	0
Jag hjälper eleverna med matte eftersom jag tycker om att undervissing barnen .	L-Der	train	1
Det som är likt i alla texter när de pratar om minoritetsspråken i Norge och Finland är att många i båda länderna tycker att minoritet språken borde förbjudas eller att minoritetsspråken har för mycket makt i landet .	L-Der	train	1
Jag vill betona att det är en ganska vanlig situation att tonåringar förstår ett politikområde ännu bättre än deras föräldrar , men inte har några möjligheter att framföra sina tankar och åsikter på grund av de rösträttsbegränsningar som gäller deras ålder .	L-W	train	0
Texten " Svenskan tynar i Finland " ( Forskning & framsteg 2009:2 ) , som är skriven av Cecilia Christner , beskriver Finlands och finländarnas ställning till svenska i finländska skolor .	L-Der	train	1
Dessutom gillar de båda konst .	L-Der	train	0
Polisen tittade i teven och hörde honom .	L-W	train	1
Fatima pratade med sina föräldrar om att hon ville bli kompis med Sofia eftersom hon var en bra tjej och intresset .	L-Der	train	1
Man borde inte behöva anpassa sig själv och sin klädstil till andra människor utan få klä sig som man vill , men man borde inte heller dyka upp till ett bröllop i pyjamas .	L-W	train	0
Du kan prata om förbedelser för bröllopet , om att hitta en fin brud klänning och brudslöja .	O-Comp	train	1
Jag tycker att du kanske kan gå på en danskurs och träffa många nya människor som gillar att dansa liksom du .	O-Comp	train	0
Efter tre månader ville han tala med mig , och jag blev överraskad först , fast efter några dagar kändes det bättre och jag förstod att jag älskade honom .	L-W	train	0
Idag finns inte de specifika gränser som fanns tidigare på grund av det nära förhållande som finns mellan länder och kulturer , men man kan fortfarande få reda på en del information om kultur , religion , tankesätt eller profession när man ser någons kläder .	L-W	train	0
Hatkärleken är nästan omöjlig att se i denna historia men enligt mig så ser man den när man kollar närmare på hur lillasyster kan vara oberörd av sin storasyster i vissa situationer , som om det vore en hämnd .	O-Comp	train	0
Familjen är en av de viktigaste benämningarna i ett socialt nätverk som omfattar många personer som har en viktig relation med många känslor till varandra , till exempel : mamma , pappa och deras barn .	L-W	train	1
Alla studerar i biblioteket för att det finns tysta platser för att studera .	L-W	train	1
Till att börja med måste vi först och främst få en snabb överblick på vilka beståndsdelar ett litterärt verk består av och vad de olika delarna berättar för oss .	L-W	train	1
Jag tror att vår vän skulle bli överraskad av den här bröllopspresenten , och hon skulle bli imponerad av det .	L-W	train	0
Till slut tycker jag att en egen bil är jätteviktigt och ett måste för en man som gillar ett bra och lugnt liv och vill ha ett liv utan stress för att klara sig .	O-Comp	train	0
Och så den där kärlekssången som de båda sjöng när de längtade efter varandra .	L-W	train	0
De lyckades rädda personen , kriget emellan dem slutade med den mäktiga personens död , och några andra från deras sida dog också , och slutligen , när storebror som blivit smittad kommer att dö , då hoppade de ner från ett berg och dog tillsammans igen .	L-W	train	1
Också det som hände henne i skolan , att hon blev mobbad bara för att hon inte var som de andra , och att man ser människor på olika sätt och har olika attityd till olika människor , och att man tänker att han är dålig och hon är bra även fast man inte känner de här personerna , man gissar bara , det förekommer också i mitt hemland , att se människor på det här sättet .	L-W	train	1
Men nu köper jag nästan aldrig nya kläder eftersom jag har lärt mig om de många hållbarhetsfrågorna kring textilproduktion och -konsumtion .	L-W	train	0
Dessutom finns det några tillfällen när vi bör anpassa klädseln med omgivningen eller omständigheterna .	L-W	train	1
Hur ändras det fenomen som äger rum i hela världen hela tiden och hur fungerar det på olika platser mellan människor ?	L-W	train	1
Men å andra sidan kan den också leda till intressanta diskussioner som kan hjälpa att vidare utveckla vårt samhälle .	O-Comp	train	1
De 14 dagarna var över , och Ming fick ett till test , han var helt ok med kroppen .	L-W	train	1
Först och främst är det mycket bra att man tar ett riktigt steg för att skydda miljön , och hjälper till att skapa frisk luft genom att minska luftföroreningarna .	O-Comp	train	0
Det tog mer än sex månader för mig att prata om mina känslor med Sara .	L-FL	train	0
Detta orsakade att grönländska blev marginaliserat i samhället och blev ett språk som talades endast inom familjen , och därför är språket inte avancerat på akademisk nivå .	L-W	train	0
Textilavfallet runt världen har också ökat mycket eftersom marknadstrenden är att man köper och byter produkter snabbt och ofta .	L-W	train	1
Hoppas att jag kan åka tillbaka dit någon gång .	L-W	train	0
Om man funderar lite över det här fenomenet ska jag först säga varför ?	L-W	train	1
Jag bor i Segerstad i en lägenhet .	L-W	train	0
Uppfinningen av telefonen har förändrat sättet att leva i världen med utbyggnaden av nätverk runt om i världen med tillägg av radionät till telefonernas funktion .	L-W	train	0
) Guds instruktur är tydliga , kvinnorna är kopplade till det här talet , inte barnen .	L-Der	train	1
som nynorskans situation i Norge , skriver Riad om svenskans status som ett tvångsspråk i Finland bland vissa elever .	L-W	train	1
Där kan man hitta mycket folk som man kan träffa .	L-W	train	0
Generellt gillar jag inte att köpa kläder , eftersom jag tycker att det är tråkigt att prova nya plagg , så jag har inte många kläder , men jag har tre eller fyra par skor .	L-W	train	1
När jag var i mitt rum hörde jag nåt konstigt ljud och blev rädd och gick till vardagsrummet och kollade hundarna , om det var okej med dem , och det var okej med dem .	L-Der	train	0
Under peripetifasen  , när mamman omvandlades till björn , då var bara flickan medveten om det och försökte på olika sätt att rädda sin mamma .	O-Comp	train	0
Självklart dra de honom i fängelse .	L-W	train	1
Jag tycker om den orten eftersom jag växtupp där , och jag har studerat där också .	O-Comp	train	1
Jag heter Johan och jag bor på Drottninggatan 44 jättenära från var jag är nu .	L-W	train	0
Teknologiutvecklingen är ett tveeggat svärd som kan bidra till samhällets utveckling eller demontera det och det är ett personligt ansvar att välja .	L-W	train	0
Det ska ge en å-nej-upplevelser .	O-Comp	train	0
Personligen tycker jag inte att man behöver betala mycket pengar för att få de dyraste och mest exklusiva kläderna och accesoarerna , men jag tycker inte heller att man inte alls ska bry sig om sitt utseende .	L-FL	train	0
Det finns sådana ungdomar som förmodligen tycker att valdeltagande är ett roligt spel som antagligen kan hjälpa dem att känna sig vuxna .	L-W	train	0
Det finns en händelse i mitt hemland med en flicka som blev adopterad till Denmark , men när hon blev vuxen försökte hon träffa sina vänner i A-land men hon visste inte om de levde eller hade dött .	L-FL	train	1
Det allra bästa var att jag kunde se det med mina barn , så vi hade en rolig stund då , och det var en stor fördel för mig att det var ett svenskt program , för jag behöver träna svenska .	L-W	train	0
Demokratins syfte innebär att folk som är medborgare i sitt hemland kan styra landet jämlikt via regeringen genom att rösta , men det finns självklart vissa begränsningar , bland annat åldersbegränsning .	L-W	train	0
Det var också bra att boken var en så bra läste latt roman .	O-Comp	train	1
Under väldigt mycket år utvecklade människorna kommunikationsmedel sinsemellan .	L-W	train	1
Allt tar cirka 15 min i omkringen att nå .	L-W	train	0
Jag tycker att en bil är ett behov om man vill ha ett liv utan stressa .	L-Der	train	1
T.ex. , ibland träffade jag min vän men jag berättade det inte för min sambo , och han fick veta det senare och vi hade stora problem och pratade ovänligt med varandra .	L-W	train	1
Han lade inte märke till mig men jag blev inte besviken eftersom jag önskade att han skulle bli kär i mig .	L-Der	train	0
Samtidigt utvecklades allting snabbt , världen blev allt mindre och människorna kunde få kontakta snabbare och lättare .	L-Der	train	1
De åtta partierna beskriver sina åsikter , och de lånar också många erfarenheter av andra länder , till exempel Danmark , Norge och Finland .	L-W	train	0
Att köpa begagnade kläder kan vara ett miljövänligt sätt att ha kläder med väldigt bra kvalitet till lägre priser .	L-W	train	0
Varje dag försöker jag att få samma lukt när jag kokar mitt eget kaffe men det går inte .	L-W	train	0
Under väldigt många år utvecklade människorna kommunikationsmedel sinsemellan .	L-W	train	0
Jag tycker att allt är bra i sfi men vi vill ha ett riktigt café .	L-W	train	1
Till sist , jag tycker att man kan hjälpa världen genom att inte använda bil , så att det byggas mindre avgaser och jorden blir friskare .	L-W	train	1
Nandorf ( 2016 ) skriver i sin artikel att några av företagarnas vd:ar påstår att ” [ … ] du kan klara dig genom skolan med en dålig attityd , bara du skriver bra på proven .	L-Der	train	1
År 1986 dog den sista människan som talade det här språket , men det finns en professor som heter Peter Austin som kan några meningar i det .	L-W	train	1
I den nya uppfostrar är det bra att barn ser sina föräldrar vänslas med varandra och barnen ser sin far åtminstone någon stund stå och hålla om deras mor och vänslas med henne .	L-Der	train	1
Jag tittar ofta på TV om Sveriges åtta partiker som diskuterar hur invandrare kan få sitt svenska medborgarskap .	L-Der	train	1
Då detta gäller för de flesta nya arbetssökande borde en arbetsgivare inte förvänta sig kunskaper om arbetsmaknaden i denna grupp .	L-W	train	0
Hon hade bott i A-land för flera år .	L-W	train	1
Andreas börjar texten med att redogöra om hatet som finns i Norge mot nynorska och hur tusentals olika mänskor på Facebook vill förbjuda nynorska helt och hållet inom Norge .	L-W	train	1
Många av dem är intresserade av att det ska öppna en park här , för att kunna vara där med barnen , och många pratar om det , att de skulle kunna lämna Sund på grund av det här .	L-W	train	0
Vi trivs med mina grannar , vi träffas på vardagar och dricker kaffe och te .	L-W	train	1
Kulturella värderingar har en stor influens på ens drömmar och mål .	L-W	train	1
Jag har fått ditt föreslaaqit om att ni ska ge vår vän pengar i bröllopspresent .	L-Der	train	1
Vi har fyra hus där och ett av dem är byggs på vattnet , och det har en underbar utsikt över sjön .	L-Der	train	1
Genom att gifta sig vinner den unga pojken sin familjs respekt och acceptans , men han förlorar sig själv istället , och medan hans fru väntar i ett främmande land på att få uppehållsstånd hittar han en ny tjej som han direkt förälskar sig i och planerar sin framtid med henne .	L-W	train	1
När jag kom in på bion såg jag många folk som satt där .	L-W	train	1
␤ • Ahhh , jag orkar inte mer , säger du , och tar ett djupt andetag .	L-W	train	0
För det första , försök att prata med dina arbetskamrater under en paus eller vid lunchtid .	L-W	train	0
För det första finns det många människor som gillar att vara på en park för ridäventyr , men det är svårt på grund av läget , de måste åka till Segerstad för att kunna vara i en park för ridäventyr , och man behöver två timmar för att åka dit och två timmar för att åka tillbaka .	L-W	train	0
När jag inte hade något uphålstillstånd gick jag dit och lärde mig svenska , och om 6 månader blir jag klar på Sfi .	L-Der	train	1
Därför att för alla finns det begränsningar , snällheten har det också .	L-Der	train	0
Naturligtvis är det ännu bättre att min bonussons skola ligger mittemot vår lägenhet , han behöver bara stiga upp en halvtimme innan skolan ska börja för att äta frukost och byta kläder , så vi behöver inte köra honom och hit dit varje dag när han är hos oss .	L-W	train	0
Om man är otrogen mot sin partner skulle deras kärleksrelation påverkas .	L-W	train	0
Lägenheten är nästan en fjärdedel mindre än i mitt hemland , men vi har gjort det mysigt här .	L-W	train	0
När jag ser havet känner jag saknad till min familj och mina släktingar .	L-W	train	1
Fatimas inre är väldigt bra tycker jag , eftersom hon är en tyst person och inte pratar som mycket , det gillar jag .	L-W	train	1
Därför köper jag också nytt , och fördelen med det är att jag kan välja vilken storlek som passar mig exakt .	L-W	train	1
Ekonomin i ett land har en mycket viktig roll , och den rollen hänger ihop med politik och med makthållning .	L-W	train	0
Då sonen ska in på intervju på Migrationsverket så avslöjar han att han blev bortgift mot sin vilja till Migrationsverket och då avslår de deras ansökan .	L-W	train	1
Efter det försökte han ta självmord genom att köra bilen med hög fart , och då kom han till sjukhuset och fick reda på att hans pappa skulle åka till Syrien för att han skulle lämna tillbaka frun till hennes familj som var arga och hatade honom för att det dröjde tills hon skulle få åka till Sverige .	L-W	train	0
Pernilla är en kvinna med blåa ögon och fina kläder .	L-W	train	0
Han kunde t.ex. inte promenera , han kunde inte besöka vänner , han fick bara stanna hemma tills coronapandemin tog slut .	L-W	train	0
Den här platsen är jätteviktig för mig därför att många människor som lär sig svenska har inget uppehållstillstånd .	L-Der	train	0
Varför skulle man vara intresserad i politik om man ändå inte får rösta ?	L-W	train	1
Det andra intrycket när jag kom hit var att vädret är mycket kallt , annorlunda än i mitt land .	L-W	train	0
Det är stor skillnad mellan uppfostrar och omsorg .	L-Der	train	1
Det är verkligen mycket viktigt för stan , för att det finns ingen sol här på vintern .	L-W	train	0
Jag tycker att hur man uppför sig alltid är viktigare än hur man ser ut , och även att vi inte borde döma andra bara utifrån deras utseende .	L-W	train	0
Ibland tänker jag på honom och tycker att det är ett gott minne för min ungdom .	L-W	train	1
Hon hade tur att inga dåliga saker hände av hennes hälsa .	L-W	train	1
Det finns ett stort centrum där , en å och en stor fotbol arina som heter A-stad arena .	O-Comp	train	1
Man har förmodligen liten eller ingen arbetslivserfarenhet och ytlig kunskap om de mödor och de ansvar som en vuxen måste kunna hantera .	L-W	train	0
Ska de gifta bort mig på pengar ?	L-W	train	1
Hon resonerar om allt och jag tycker att hon är en bra tjej , trots sin bakgrund , men hon kämpar .	L-W	train	0
Vi kan också lägga till att hjärnan inte vuxit klart tills i 25-årsåldern .	L-W	train	1
Några tider kan vi titta och lyssna på hur det funkar .	L-W	train	1
Nu liksom förr har pengar stor betydelse i våra liv .	L-W	train	0
Jag skulle säga att kärlek har varit och fortfarande är ett stort ämne i vårt liv som man har i sitt liv även om man inte vet om det .	L-W	train	0
Ja visst är det helt klart att man kan ha materiella saker för att vara glad och ha ett bekvämt liv .	L-W	train	0
Då får man 100 poäng för det på gymnasiet .	L-W	train	0
För det andra , försök vara tyst och bli inte nervös när du pratar om dig själv .	L-W	train	0
Till sist är det viktigt att studenterna har en plats där de kan sitta och ta det lugnt i pausen .	L-W	train	0
För det tredje vill jag säga att vi måste verkligen bli bättre på att öppna något nytt här i Sund , som en park för ridäventyr , och vi ska ha mer idrott här i Sund på olika sätt , det spelar ingen roll vad , men det spel roll med en park för ridäventyr .	L-Der	train	1
Kommunikation är en övergripande rubrik .	L-W	train	0
Omvänt använder jag kläder som andra har på sig som ett tecken på deras åsikter och sociala grupp .	L-W	train	0
Andra anser däremot att man måste ta ansvar för sitt samhälles trygghet och vara hjälpsam mot polisen genom att lämna ut sitt DNA .	L-W	train	0
Hur jag ser ut tar jag på allvar .	L-W	train	0
Därför ska inspektörerna ha modet att kommunicera sanningsenligt vad de egentligen konstaterade vid inspektionen , och de ska berätta för alla hur mycket cola vi får konsumera .	L-W	train	0
Själv kollar jag att det kommer och gå bra !	L-W	train	1
Och jag tror att hon kommer att bevara den så lång som möjligt !	L-W	train	1
Även om kommunikation har många nackdelar på våra liv , har kommunikation också många fördelar .	L-W	train	1
En värld där människor bara springer för pengar är bedrövlig .	L-W	train	1
Frågan återstår då vad ett bättre samhälle är för varje individ och väljare .	L-W	train	0
